연번,호선,역번호,역명,2021년1월,2021년2월,2021년3월,2021년4월,2021년5월,2021년6월,2021년7월,2021년8월,2021년9월,2021년10월,2021년11월,2021년12월
57,2,247,도림천,32130,31018,61571,61191,57953,38261,34604,31998,31900,33996,36263,36909
58,2,248,양천구청,146336,147799,291445,289568,282702,185264,163176,154807,159169,175536,187646,182130
59,2,249,신정네거리,217654,221171,440455,440783,430197,278156,251899,240791,242307,266785,284729,274970
60,2,250,용두,54692,54304,85520,84432,81795,64053,60855,57851,59031,60849,64632,66237
61,3,309,지축,76710,82190,167991,169641,165667,111580,104531,104357,107231,117641,124783,120576
62,3,310,구파발,444892,451172,874967,867786,854261,558123,511068,489379,491926,547713,575193,557173
63,3,311,연신내(3),837801,843458,1509944,1490837,1473835,1020362,931762,895635,908765,987976,1017705,999048
64,3,312,불광(3),363598,363491,687380,678693,673725,449808,408792,390067,404446,443174,459618,442058
65,3,313,녹번,323391,317764,582918,571967,564113,406078,370373,353449,357317,391697,422460,415024
66,3,314,홍제,378432,377696,734758,726979,705503,467601,422599,403582,416533,458881,479554,461901
67,3,315,무악재,87910,87433,168082,164246,158642,105662,96550,92841,94007,102989,108808,105614
68,3,316,독립문,150086,154872,301144,307202,302836,195906,170890,166737,176077,195832,198713,184361
69,3,317,경복궁,375355,405955,778844,799940,810810,517301,448320,433255,465741,538384,613304,526344
70,3,318,안국,366499,394557,857716,829225,821930,515193,434255,420830,446378,529260,596152,526405
71,3,319,종로3가(3),196508,201219,438227,431189,424930,258465,230044,219663,221377,250839,264306,263083
72,3,320,을지로3가(3),215727,210984,375038,369237,352830,268284,237994,221797,215269,241322,275040,272956
73,3,322,동대입구,154125,156628,364058,376627,352127,200516,177436,174798,184999,209891,235165,217168
74,3,323,약수(3),281811,282632,516346,509724,497790,351113,316356,302084,307047,335199,353078,350373
75,3,324,금호,183434,183359,340501,334452,325660,221805,198980,190706,192858,209759,221220,216007
76,3,325,옥수,202575,208307,405426,401869,393360,256276,225438,218263,225015,244737,254930,243898
77,3,326,압구정,712062,715719,1446509,1410913,1375707,845494,774314,728775,721127,785628,847980,875695
78,3,327,신사,699365,713373,1444312,1395346,1357825,802788,715290,683996,674440,772305,822326,836647
79,3,328,잠원,101574,103985,205711,203488,195845,131362,115050,110613,114191,125398,134405,129261
80,3,329,고속터미널(3),923355,1012801,1743558,1720115,1820644,1181462,1002528,995068,1066723,1183974,1219491,1203455
81,3,330,교대(3),288768,283679,499385,489881,459783,360992,320485,302845,302129,336609,372370,357590
82,3,331,남부터미널,640627,649123,1343996,1300809,1316153,775519,684761,673899,665066,735249,796415,771695
83,3,332,양재,814676,790014,1718314,1707635,1613897,997291,890303,836757,825732,923958,1030808,1009400
84,3,333,매봉,266882,256126,531720,533266,500350,322293,295634,276910,273465,295719,326871,321037
85,3,334,도곡,117716,115403,232942,231239,219284,142866,128083,118538,118920,132138,145894,139477
86,3,335,대치,246202,251366,460415,439748,435870,293108,277411,271162,268564,284317,294812,277070
87,3,336,학여울,39208,42411,87655,99867,96020,56738,45851,40508,49666,60662,64938,55009
88,3,337,대청,207080,204372,390102,384726,367818,262427,239997,229336,233339,253807,272706,265820
89,3,338,일원,210089,202433,402415,400798,377399,259378,231002,222233,225184,239275,264578,258967
90,3,339,수서,351402,359271,706153,709564,701295,471463,414436,400969,402584,458859,487858,478072
91,3,340,가락시장(3),202466,200284,359457,350162,333987,238858,214726,203751,201384,220815,241257,234947
92,3,341,경찰병원,169732,160513,326171,320883,301366,191034,175754,166928,163599,177446,195907,191596
93,3,342,오금(3),135042,130514,230471,227282,217981,162560,148762,141652,141622,155685,169805,163934
94,4,409,당고개,282770,284809,484227,483856,484346,358818,333654,318083,321498,347165,361601,354072
95,4,410,상계,428770,424015,758566,754978,737101,520172,477752,455078,466268,503228,524486,515986
96,4,411,노원(4),424708,435839,732441,714598,715707,517041,475897,457416,460789,506637,518292,522510
97,4,412,창동,581105,585768,1136685,1107608,1093884,697759,629942,604842,613384,665712,705193,693441
98,4,413,쌍문,661919,654347,1196588,1178876,1151288,795214,731307,697543,704108,765572,803940,798686
99,4,414,수유,771360,763374,1425547,1406053,1379947,918206,846169,811392,821129,889532,928628,929833
100,4,415,미아,333887,329650,618635,607658,594213,399031,367444,350626,363241,392495,405396,403472
101,4,416,미아사거리,622284,618028,1141867,1126730,1106990,751214,684474,656524,670639,734430,763379,759634
102,4,417,길음,436265,433963,835434,824953,798269,535337,478580,456768,471663,515231,555490,539426
103,4,418,성신여대입구,435767,445238,832175,806486,814974,537828,489098,471308,484032,538599,564865,558859
104,4,419,한성대입구,288260,292402,593563,591854,588315,373127,325967,314709,326968,361379,380200,367373
105,4,420,혜화,643400,684028,1397660,1349426,1381058,841578,744082,733543,732061,835341,920285,902152
106,4,421,동대문(4),416891,404810,856823,841291,832541,535682,488689,429047,445900,504956,525720,498693
107,4,422,동대문역사문화공원(4),323486,320209,517909,499518,495821,395147,356811,339276,339156,377149,407301,417224
108,4,423,충무로(4),540049,524511,1022701,1012767,956152,660078,591688,555602,560749,625822,694344,662267
109,4,424,명동,352191,367032,749319,764878,737829,476842,400477,385444,408067,460541,512846,598403
110,4,425,회현,480624,475207,1060806,1048057,1016520,625617,549048,504499,519838,595913,623019,679281
111,4,426,서울역(4),220149,216498,516016,518784,498031,270656,238546,226499,224540,251229,291169,277523
112,4,427,숙대입구,264637,271040,551265,537620,520553,345490,300435,286023,295710,327621,362355,347375
113,4,428,삼각지(4),98474,96769,200323,203997,198523,134394,117972,112925,114281,130152,139322,132014
114,4,429,신용산,323416,326076,667588,654901,641945,417746,363855,350512,348718,392518,449640,440654
115,4,430,이촌,148037,158568,342138,345480,350825,207436,180921,176942,176479,192922,205578,198987
116,4,431,동작,67161,67534,137061,142682,136832,87831,68822,63161,66182,65519,59805,49708
117,4,432,이수(총신대입구),421046,420312,933508,915026,897627,512271,462145,445257,455397,514917,518082,507380
118,4,433,사당(4),523100,531700,970257,955124,946580,666521,580428,557924,567189,652333,708159,683757
119,4,434,남태령,27108,26493,57081,56323,54249,34979,30073,28382,30241,33957,37546,34699
120,5,2511,방화,149695,148765,268581,265117,258368,184573,168132,162404,163485,177527,186273,183152
121,5,2512,개화산,114685,116368,211706,212840,206855,148205,134987,129908,131560,144509,152798,150597
122,5,2513,김포공항(5),163565,182185,284610,290220,298443,215202,207505,198198,189448,217503,222285,222201
123,5,2514,송정,147282,148207,249300,248099,243517,181798,165290,159111,162723,177859,185066,180632
124,5,2515,마곡,202691,198273,374283,375552,364598,263997,243815,228977,225136,248546,277128,275654
125,5,2516,발산,398925,407374,764473,755535,736090,522684,464494,445952,449076,503468,548399,535216
126,5,2517,우장산,297363,302143,558245,557527,538714,383481,336905,327154,335593,365958,394859,383277
127,5,2518,화곡,623990,619316,1104344,1091900,1060540,758955,692984,660226,666552,726232,773055,766747
128,5,2519,까치산(5),646988,641731,1221056,1212666,1178511,778929,715438,685290,692169,752574,791122,785417
129,5,2520,신정,307395,299841,518971,515373,493832,370334,336681,318014,317530,345476,373747,369663
130,5,2521,목동,369504,367852,705647,695197,673494,451052,403995,386384,386753,421921,450723,443042
131,5,2522,오목교,493951,500426,937843,918477,899967,589866,535993,508392,500059,554556,589632,590602
132,5,2523,양평(5),163723,158457,289409,285046,270991,195062,174230,164028,161154,176298,195650,196347
133,5,2524,영등포구청(5),93419,90567,136273,133761,124979,109142,99974,92464,92586,99395,106894,105290
134,5,2525,영등포시장,211244,210494,374219,369938,357535,256196,232355,221339,220653,247088,273577,272907
135,5,2526,신길(5),88422,87301,158123,155610,148191,107989,97581,92856,91258,101659,110772,110008
136,5,2527,여의도(5),551576,566379,1161072,1101241,1005343,706922,592117,568390,546568,610997,716214,718717
137,5,2528,여의나루,163278,218418,618923,657261,634325,331588,224698,232384,301618,312242,282141,227109
138,5,2529,마포,304292,299417,603694,598694,566169,367437,325306,307949,303518,335358,375440,372718
139,5,2530,공덕(5),297819,298275,574641,563342,517313,366619,317961,297085,297229,328967,368788,357711
140,5,2531,애오개,145950,142779,281176,279165,264441,180361,161054,151857,150745,163405,178405,176482
141,5,2532,충정로(5),99119,96734,185834,182302,169677,124956,109822,101683,101563,110020,124237,121943
142,5,2533,서대문,383587,375859,729984,722006,669678,472684,419919,396159,390097,431159,486757,468219
143,5,2534,광화문,623444,632803,1159984,1115107,1067185,755091,669297,630785,618115,681344,796565,780907
144,5,2535,종로3가(5),233020,270226,470366,456798,482085,342215,285870,280401,288262,346684,362326,342063
145,5,2536,을지로4가(5),122656,122281,195074,191547,181640,155552,138909,129606,129595,143751,156524,154772
146,5,2537,동대문역사문화공원(5),62080,58097,105994,102978,95220,70941,64174,61307,58631,63587,73034,73835
147,5,2538,청구(5),88273,86463,149372,146603,139972,106152,96977,92259,94705,101275,107720,105977
148,5,2539,신금호,136679,134005,266204,266024,255578,170927,150106,143448,149324,163224,174149,172463
149,5,2540,행당,181417,177719,333180,329314,320509,223899,198543,191061,192052,209594,223864,216916
150,5,2541,왕십리(5),102871,102814,155258,153670,151039,126056,117357,110965,110973,121353,127820,129841
151,5,2542,마장,126370,124919,222338,219843,214171,149404,133982,129288,136498,144395,154701,154566
152,5,2543,답십리,367818,356212,674764,664216,640155,436894,400229,379428,377879,412377,445856,447347
153,5,2544,장한평,410215,395694,811396,799203,768019,491662,453640,430609,424452,465972,506090,501014
154,5,2545,군자(5),249478,246762,448389,441260,433534,303137,277925,264374,263567,296158,310008,310407
155,5,2546,아차산,324369,326741,633812,649504,649826,401663,352976,346404,364614,405095,413463,402094
156,5,2547,광나루,283867,284009,510444,507780,499784,354144,314403,301931,308512,350810,371200,359010
157,5,2548,천호(5),419458,417881,714626,703151,704351,497195,457951,439716,436141,492458,505418,512086
158,5,2549,강동,438886,423609,820655,779384,749516,497366,455432,431118,424150,470975,505469,501645
159,5,2550,길동,180251,175856,330647,331878,324527,216746,201612,193050,191688,207994,218360,220262
160,5,2551,굽은다리,211982,207523,380594,377660,371727,260712,245680,231285,227714,249171,261927,266129
161,5,2552,명일,184389,185822,348531,351678,337955,233551,206402,196539,200159,223949,239777,234093
162,5,2553,고덕,193408,192098,361770,360937,347947,248845,226650,220118,222871,248148,259992,256880
163,5,2554,상일동,364223,366101,690783,626595,599788,423139,377740,354941,356935,391922,424029,412665
164,5,2555,둔촌동,190802,188429,368388,362213,355633,234792,213398,202145,202307,223214,235917,233695
165,5,2556,올림픽공원(5),90282,88547,160863,163283,163662,119383,107125,99332,104365,120709,123864,120539
166,5,2557,방이,158423,154295,286629,279268,274301,190071,171094,165574,165721,182206,196090,191600
167,5,2558,오금(5),81494,78064,133296,135319,127695,101107,91089,87499,87867,94768,101683,99365
168,5,2559,개롱,140137,138261,265843,264173,255595,175183,159373,151220,154055,168181,177975,173673
169,5,2560,거여,173928,171750,338933,336520,326241,228662,208623,201105,206082,230504,249847,247941
170,5,2561,마천,135516,132630,267866,270559,266641,174058,159005,151399,156761,175774,188182,186445
171,5,2562,강일,,,19882,124924,125454,88622,80531,79645,84666,97002,105411,104581
172,5,2563,미사,313709,305651,576965,585200,572850,405577,368320,359981,367778,415709,440769,436169
173,5,2564,하남풍산,113809,112168,199783,147360,145143,107754,99452,94706,96369,106206,113523,112848
174,5,2565,하남시청,,,31314,190896,194572,144648,133559,132578,143095,162932,172104,173272
175,5,2566,하남검단산,,,35582,195522,195062,144010,128964,127284,134881,152357,154810,156369
176,6,2611,응암,391987,389068,769522,767708,742302,477971,436470,416383,421704,459134,482919,477536
177,6,2612,역촌,84005,81833,164785,159869,160822,103179,100449,96589,93509,99447,105448,105783
178,6,2613,불광(6),97442,99068,174376,172433,171298,124766,113220,105351,105117,117378,121777,121324
179,6,2614,독바위,63347,62660,123013,121030,118861,77137,71167,68086,68817,74160,75787,73777
180,6,2616,구산,159684,160329,297388,296215,289299,204743,187416,181236,184253,201505,210011,207167
181,6,2617,새절,281510,280070,547295,547577,524964,348150,313201,297458,303140,331488,349411,341874
182,6,2618,증산,226675,224168,436720,432974,420972,272019,249630,238748,241489,262619,277564,274681
183,6,2619,디지털미디어시티(6),296712,288787,588920,584937,550325,361622,323438,304853,304236,332390,366433,358461
184,6,2620,월드컵경기장,104098,108959,200045,214007,205015,135845,121719,120744,135283,166733,130638,108719
185,6,2621,마포구청,309457,307460,571946,566111,551814,381702,353661,336931,332517,364647,392203,390778
186,6,2622,망원,313619,331133,641743,631801,645012,391616,350579,346801,357022,383813,389786,390940
187,6,2623,합정(6),280171,298105,466049,458669,462172,368171,316414,312251,312677,357388,368448,367895
188,6,2624,상수,169123,178535,358337,351247,364666,226849,189672,191427,189346,219003,230470,238311
189,6,2625,광흥창,186206,186093,350095,344700,332029,235566,212765,203283,203975,220408,240524,237366
190,6,2626,대흥,169730,168064,335185,327681,321932,214981,196632,189939,190100,204847,221010,212688
191,6,2627,공덕(6),387150,387208,711412,701388,657786,475966,418280,396672,398306,440968,487748,476284
192,6,2628,효창공원앞,151334,149422,284147,280000,273038,187309,166357,159230,162156,177277,191072,186627
193,6,2629,삼각지(6),119607,123379,210507,212369,210648,168528,146089,141962,144430,164770,174709,168400
194,6,2630,녹사평,103132,111724,220960,224912,233818,144833,118986,119612,127457,144426,138220,135761
195,6,2631,이태원,202442,227252,472751,467637,488213,282766,223090,220700,254631,322203,299762,288984
196,6,2632,한강진,158137,181086,378560,373982,354680,229953,197755,185306,199110,231665,237595,256433
197,6,2633,버티고개,50874,50082,99687,97711,96527,55990,47585,45302,44498,47254,52188,53211
198,6,2634,약수(6),77129,75763,145491,144697,140996,97475,90484,85905,87682,95096,99669,97019
199,6,2635,청구(6),84159,82127,148972,144690,139275,101498,93609,88470,89254,96904,101237,100010
200,6,2636,신당(6),166928,166515,318735,318479,310086,214208,202425,194530,199102,217444,221256,236801
201,6,2637,동묘앞(6),187627,187869,367174,367222,373457,227620,212399,202097,207362,227565,228147,220714
202,6,2638,창신,77250,74915,152358,150588,143674,96674,85893,81633,82159,88360,96085,94316
203,6,2639,보문,159112,157467,294088,290183,288013,194203,176835,167045,172162,186673,199564,198459
204,6,2640,안암,206352,208894,469942,453295,450062,271145,230843,221047,231264,257204,291710,278522
205,6,2641,고려대,166565,167979,345939,342132,335979,211106,185234,176207,181525,197999,217744,209113
206,6,2642,월곡,246676,241395,504121,495685,483660,298844,275034,261279,265788,290353,313776,307215
207,6,2643,상월곡,136563,133092,270491,269907,264467,169186,154257,146007,149229,162841,172741,167383
208,6,2644,돌곶이,189344,190325,399183,393976,388305,247081,222735,212525,214975,236099,262685,250842
209,6,2645,석계(6),274659,269670,567506,560916,550530,331841,299603,285825,291058,318171,339188,331124
210,6,2646,태릉입구(6),117247,117996,228219,225462,241231,147436,133680,129660,130571,144891,152817,149028
211,6,2647,화랑대,237051,236872,464304,465213,452645,304514,270220,257121,263375,294192,321843,310296
212,6,2648,봉화산,197987,192815,390597,384742,372035,238409,219846,207014,207687,226480,242896,238441
213,7,2711,장암,50210,51188,78509,79064,77961,66015,59722,56524,57323,62862,65605,61433
214,7,2712,도봉산(7),199028,198195,392316,400364,394867,253798,233503,217897,225320,253444,262086,249248
215,7,2713,수락산,287933,289346,540969,539696,534118,361682,330134,318117,323007,349490,356825,345451
216,7,2714,마들,278241,273414,513882,511523,498458,340028,313832,302330,304969,332819,352763,347490
217,7,2715,노원(7),442739,440974,748653,734434,727561,527659,496457,472922,468680,507923,531016,541319
218,7,2716,중계,307861,304289,576853,578219,555991,387294,345657,327616,336334,368711,390819,381858
219,7,2717,하계,384006,379391,715782,709559,690849,475439,426788,407567,416403,457192,487506,476812
220,7,2718,공릉,256498,255249,500176,493178,487130,323587,284305,271043,281541,311458,333674,327197
221,7,2719,태릉입구(7),181429,182133,307986,311753,334309,230389,207581,199641,203022,225797,237506,231366
222,7,2720,먹골,229277,224349,413550,406287,405593,274324,254621,243123,243673,267821,280666,277556
223,7,2721,중화,249667,243171,440845,438243,428246,298001,275720,262342,262895,284424,299497,294840
224,7,2722,상봉(7),388498,384040,681163,674470,664992,464476,422517,403309,403806,444268,469872,466284
225,7,2723,면목,347288,336771,651000,654913,626927,422885,383921,368035,370091,409113,438342,434410
226,7,2724,사가정,374195,368223,688746,680311,668216,451102,411191,393404,395577,431943,449357,438897
227,7,2725,용마산,136293,135286,258681,258724,253482,167559,152143,145306,147769,160530,170947,165631
228,7,2726,중곡,221815,218476,414214,407929,395431,266822,246302,235898,244077,267690,287160,295586
229,7,2727,군자(7),330999,324460,525917,521039,512310,398386,365191,347407,347299,381900,406839,406229
230,7,2728,어린이대공원,266305,257114,523280,538491,531299,340663,294641,281425,295102,327177,355995,331495
231,7,2729,건대입구(7),285312,274551,457020,443147,452194,332894,304124,294546,294383,327700,345292,351971
232,7,2730,뚝섬유원지,160595,184424,356845,427478,427836,264792,205365,208690,256980,255732,224461,198957
233,7,2731,청담,426534,409877,735669,721292,685293,500405,450338,422769,413700,458929,508070,501057
234,7,2732,강남구청,353049,340398,590620,585521,554246,422663,383673,365049,359275,397085,432421,431720
235,7,2733,학동,520425,487473,910031,898553,834359,605108,554325,513997,494433,545253,619595,620587
236,7,2734,논현,443168,429047,742290,733808,698137,528438,482248,453570,440705,483339,523985,522762
237,7,2735,반포,127738,126609,211613,209292,204423,157685,143709,137429,138578,150708,160126,157630
238,7,2736,고속터미널(7),349901,366666,568142,562650,574703,442254,380611,378515,396562,434305,466564,436504
239,7,2737,내방,322242,306472,544670,532511,514743,372909,345572,329006,324798,349443,380205,377722
240,7,2738,이수(7),348677,346392,616550,600138,592440,424880,385338,366701,367551,411803,431593,429503
241,7,2739,남성,251964,242715,437362,435136,426747,297685,272835,259845,259862,280050,299127,298469
242,7,2740,숭실대입구,257776,249903,476943,475227,448002,327271,277533,266093,280077,325498,356692,333672
243,7,2741,상도,228707,220962,391130,388937,388067,285093,257059,244635,247511,269312,291516,283026
244,7,2742,장승배기,219520,213054,362176,358939,347673,258389,238574,226527,226893,242532,255395,253679
245,7,2743,신대방삼거리,370866,355956,610768,608302,587401,437154,402710,385067,383969,413530,447896,444686
246,7,2744,보라매,212533,207539,369506,368886,354833,260574,234728,224349,226866,249135,270218,263376
247,7,2745,신풍,268904,261942,457077,455632,446377,326881,298875,282612,282856,310670,326980,318615
248,7,2746,대림(7),185336,187809,298247,296894,309716,232095,210161,206319,210274,224841,231326,225674
249,7,2747,남구로,365589,345746,602443,601082,578982,425843,393532,369741,364437,386367,417401,416251
250,7,2748,가산디지털단지(7),1011041,949199,1802670,1790797,1644855,1171629,1071654,984836,959481,1031376,1163960,1147203
251,7,2749,철산,476763,465873,887831,885952,870380,578142,521651,493675,501195,539434,578264,572702
252,7,2750,광명사거리,515729,501970,905932,890666,877888,608767,559630,537215,544545,590530,620572,614010
253,7,2751,천왕,243894,240135,420934,423052,407224,306827,275828,258856,264809,287899,310360,306089
254,7,2752,온수(7),228276,219186,357959,353035,332518,283224,250792,233875,239188,264435,285255,276848
255,7,2753,까치울,162834,160963,279304,284185,277476,213108,192267,183953,186985,208299,217345,207656
256,7,2754,부천종합운동장,101036,100069,176752,170176,164209,129026,123614,114181,118580,125544,133895,136982
257,7,2755,춘의,218647,202962,351105,350146,333834,252430,239796,223494,221993,241262,262529,263429
258,7,2756,신중동,316810,311115,566435,560274,549110,386337,354184,330683,329407,363285,387672,387166
259,7,2757,부천시청,279708,275219,498779,492327,492389,346079,322170,306044,306273,337725,351133,356640
260,7,2758,상동,277851,279375,505183,496458,498759,354005,327127,308345,307835,349356,368893,366459
261,7,2759,삼산체육관,103506,104577,192071,198426,195243,146715,131143,123998,127154,140424,150453,148037
262,7,2760,굴포천,195718,191676,346223,343846,344417,246000,227567,216058,214852,237606,253699,253398
263,7,2761,부평구청(7),255485,249833,388433,387826,344309,215097,192362,180992,180685,196348,209146,205178
264,8,2811,암사,424780,412353,815152,806467,780306,505897,461638,441987,436237,477398,510834,509084
265,8,2812,천호(8),358333,348148,652561,630090,620525,403749,371234,354960,353008,392801,412495,419277
266,8,2813,강동구청,238653,227938,468923,456421,440234,275870,249811,236824,234266,255707,280123,280379
267,8,2814,몽촌토성,130133,125037,258963,265102,258066,160003,146694,141566,144387,168625,180299,169525
268,8,2815,잠실(8),331579,328554,582036,561754,570439,377921,343292,332101,326054,375543,394465,422109
269,8,2816,석촌(8),176305,170591,360779,353517,348456,205803,191483,183995,180085,200245,211013,215484
270,8,2817,송파,176637,169157,353829,343562,329223,203594,182707,173322,175769,193571,206415,204107
271,8,2818,가락시장(8),183981,178045,335085,327337,314280,202648,185423,176507,172898,186886,209002,206544
272,8,2819,문정,479389,447414,983282,968308,885331,545521,499805,466576,451839,495616,558429,554276
273,8,2820,장지,400620,377808,774433,753005,728818,459995,419509,394046,392255,438839,471892,472044
274,8,2821,복정(8),230078,225114,512386,507885,478080,295121,258625,244056,250359,286401,313245,284716
275,8,2822,산성,156652,148122,287296,282033,264901,164803,142526,135907,138175,156150,164129,151763
276,8,2823,남한산성입구,308474,293793,577170,588419,560289,370564,327818,313035,317958,356328,378279,372974
277,8,2824,단대오거리,246574,230362,451806,454475,441878,282680,259157,246742,247747,273579,286306,284727
278,8,2825,신흥,112469,103891,200637,198121,197092,121695,115558,109910,108033,115614,117950,120771
279,8,2826,수진,124643,116613,213951,212170,208778,140050,131941,127590,126003,137351,146044,146427
280,8,2827,모란(8),108269,103543,148864,148068,145568,126449,113785,109377,112856,129561,128045,127969
281,8,2828,남위례,,,,,,,,,,,,41623
282,9,4126,언주,220557,211503,472606,466164,445960,261971,244780,231791,222223,248248,278257,281030
283,9,4127,선정릉,194615,194049,467192,463048,437439,245267,220139,208000,204258,226541,249905,244407
284,9,4128,삼성중앙,143653,140488,321265,310764,291920,169741,151126,143402,139278,153053,173011,170951
285,9,4129,봉은사,323980,328425,763332,728312,738464,423260,363131,356879,338129,389517,448114,457589
286,9,4130,종합운동장(9),91422,91205,204979,202243,197751,112646,101635,95384,92660,103789,115793,110804
287,9,4131,삼전,152140,147216,306353,300683,296436,178362,166907,160906,158057,173866,185695,186626
