연번,호선,고유역번호(외부역코드),역명,수송연월,승차인원수
2076,3,330,교대(3),2022-08,373856
2077,3,331,남부터미널,2022-08,804723
2078,3,332,양재,2022-08,959820
2079,3,333,매봉,2022-08,322343
2080,3,334,도곡,2022-08,137228
2081,3,335,대치,2022-08,336447
2082,3,336,학여울,2022-08,71937
2083,3,337,대청,2022-08,273413
2084,3,338,일원,2022-08,278642
2085,3,339,수서,2022-08,494794
2086,3,340,가락시장(3),2022-08,240842
2087,3,341,경찰병원,2022-08,194539
2088,3,342,오금(3),2022-08,165968
2089,4,409,당고개,2022-08,258262
2090,4,410,상계,2022-08,514788
2091,4,411,노원(4),2022-08,521052
2092,4,412,창동,2022-08,698688
2093,4,413,쌍문,2022-08,777422
2094,4,414,수유,2022-08,919185
2095,4,415,미아,2022-08,400254
2096,4,416,미아사거리,2022-08,742389
2097,4,417,길음,2022-08,552866
2098,4,418,성신여대입구,2022-08,545914
2099,4,419,한성대입구,2022-08,364159
2100,4,420,혜화,2022-08,967424
2101,4,421,동대문(4),2022-08,493300
2102,4,422,동대문역사문화공원(4),2022-08,438942
2103,4,423,충무로(4),2022-08,652819
2104,4,424,명동,2022-08,589772
2105,4,425,회현,2022-08,634787
2106,4,426,서울역(4),2022-08,308211
2107,4,427,숙대입구,2022-08,363180
2108,4,428,삼각지(4),2022-08,151113
2109,4,429,신용산,2022-08,493098
2110,4,430,이촌,2022-08,284062
2111,4,431,동작,2022-08,52025
2112,4,432,이수(총신대입구),2022-08,514909
2113,4,433,사당(4),2022-08,711352
2114,4,434,남태령,2022-08,38900
2115,5,2511,방화,2022-08,186558
2116,5,2512,개화산,2022-08,154858
2117,5,2513,김포공항(5),2022-08,240837
2118,5,2514,송정,2022-08,181752
2119,5,2515,마곡,2022-08,279198
2120,5,2516,발산,2022-08,549054
2121,5,2517,우장산,2022-08,395052
2122,5,2518,화곡,2022-08,779678
2123,5,2519,까치산(5),2022-08,790638
2124,5,2520,신정,2022-08,370494
2125,5,2521,목동,2022-08,452551
2126,5,2522,오목교,2022-08,604648
2127,5,2523,양평(5),2022-08,195959
2128,5,2524,영등포구청(5),2022-08,115346
2129,5,2525,영등포시장,2022-08,285253
2130,5,2526,신길(5),2022-08,117255
2131,5,2527,여의도(5),2022-08,763007
2132,5,2528,여의나루,2022-08,363007
2133,5,2529,마포,2022-08,374020
2134,5,2530,공덕(5),2022-08,370286
2135,5,2531,애오개,2022-08,177626
2136,5,2532,충정로(5),2022-08,119575
2137,5,2533,서대문,2022-08,489872
2138,5,2534,광화문,2022-08,893012
2139,5,2535,종로3가(5),2022-08,377311
2140,5,2536,을지로4가(5),2022-08,158927
2141,5,2537,동대문역사문화공원(5),2022-08,80776
2142,5,2538,청구(5),2022-08,103696
2143,5,2539,신금호,2022-08,169762
2144,5,2540,행당,2022-08,222336
2145,5,2541,왕십리(5),2022-08,125199
2146,5,2542,마장,2022-08,153686
2147,5,2543,답십리,2022-08,454431
2148,5,2544,장한평,2022-08,501625
2149,5,2545,군자(5),2022-08,307617
2150,5,2546,아차산,2022-08,399498
2151,5,2547,광나루,2022-08,374145
2152,5,2548,천호(5),2022-08,526080
2153,5,2549,강동,2022-08,508558
2154,5,2550,길동,2022-08,221164
2155,5,2551,굽은다리,2022-08,266114
2156,5,2552,명일,2022-08,235161
2157,5,2553,고덕,2022-08,261551
2158,5,2554,상일동,2022-08,400796
2159,5,2555,둔촌동,2022-08,223019
2160,5,2556,올림픽공원(5),2022-08,134201
2161,5,2557,방이,2022-08,195723
2162,5,2558,오금(5),2022-08,97430
2163,5,2559,개롱,2022-08,173445
2164,5,2560,거여,2022-08,270266
2165,5,2561,마천,2022-08,194923
2166,5,2562,강일,2022-08,125186
2167,5,2563,미사,2022-08,455214
2168,5,2564,하남풍산,2022-08,115073
2169,5,2565,하남시청,2022-08,194913
2170,5,2566,하남검단산,2022-08,174847
2171,6,2611,응암,2022-08,474511
2172,6,2612,역촌,2022-08,106310
2173,6,2613,불광(6),2022-08,129070
2174,6,2614,독바위,2022-08,76742
2175,6,2616,구산,2022-08,210868
2176,6,2617,새절,2022-08,338158
2177,6,2618,증산,2022-08,270663
2178,6,2619,디지털미디어시티(6),2022-08,380393
2179,6,2620,월드컵경기장,2022-08,146729
2180,6,2621,마포구청,2022-08,393792
2181,6,2622,망원,2022-08,403701
2182,6,2623,합정(6),2022-08,387672
2183,6,2624,상수,2022-08,262219
2184,6,2625,광흥창,2022-08,248115
2185,6,2626,대흥,2022-08,226999
2186,6,2627,공덕(6),2022-08,485970
2187,6,2628,효창공원앞,2022-08,192690
2188,6,2629,삼각지(6),2022-08,207219
2189,6,2630,녹사평,2022-08,148545
2190,6,2631,이태원,2022-08,359650
2191,6,2632,한강진,2022-08,247792
2192,6,2633,버티고개,2022-08,58184
2193,6,2634,약수(6),2022-08,98872
2194,6,2635,청구(6),2022-08,99637
2195,6,2636,신당(6),2022-08,223428
2196,6,2637,동묘앞(6),2022-08,224056
2197,6,2638,창신,2022-08,94026
2198,6,2639,보문,2022-08,205388
2199,6,2640,안암,2022-08,283719
2200,6,2641,고려대,2022-08,216437
2201,6,2642,월곡,2022-08,311441
2202,6,2643,상월곡,2022-08,170653
2203,6,2644,돌곶이,2022-08,257597
2204,6,2645,석계(6),2022-08,331940
2205,6,2646,태릉입구(6),2022-08,154544
2206,6,2647,화랑대,2022-08,300361
2207,6,2648,봉화산,2022-08,241276
2208,7,2711,장암,2022-08,66309
2209,7,2712,도봉산(7),2022-08,244787
2210,7,2713,수락산,2022-08,355595
2211,7,2714,마들,2022-08,356052
2212,7,2715,노원(7),2022-08,558702
2213,7,2716,중계,2022-08,384376
2214,7,2717,하계,2022-08,479216
2215,7,2718,공릉,2022-08,314022
2216,7,2719,태릉입구(7),2022-08,235583
2217,7,2720,먹골,2022-08,279101
2218,7,2721,중화,2022-08,289210
2219,7,2722,상봉(7),2022-08,463895
2220,7,2723,면목,2022-08,408370
2221,7,2724,사가정,2022-08,435996
2222,7,2725,용마산,2022-08,164061
2223,7,2726,중곡,2022-08,292872
2224,7,2727,군자(7),2022-08,413682
2225,7,2728,어린이대공원,2022-08,374734
2226,7,2729,건대입구(7),2022-08,365355
2227,7,2730,뚝섬유원지,2022-08,265430
2228,7,2731,청담,2022-08,520375
2229,7,2732,강남구청,2022-08,437316
2230,7,2733,학동,2022-08,611441
2231,7,2734,논현,2022-08,485359
2232,7,2735,반포,2022-08,167130
2233,7,2736,고속터미널(7),2022-08,488551
2234,7,2737,내방,2022-08,383760
2235,7,2738,이수(7),2022-08,432871
2236,7,2739,남성,2022-08,305985
2237,7,2740,숭실대입구,2022-08,319174
2238,7,2741,상도,2022-08,299945
2239,7,2742,장승배기,2022-08,253524
2240,7,2743,신대방삼거리,2022-08,410765
2241,7,2744,보라매,2022-08,207185
2242,7,2745,신풍,2022-08,322822
2243,7,2746,대림(7),2022-08,244696
2244,7,2747,남구로,2022-08,413492
2245,7,2748,가산디지털단지(7),2022-08,1094799
2246,7,2749,철산,2022-08,571900
2247,7,2750,광명사거리,2022-08,592766
2248,7,2751,천왕,2022-08,302823
2249,7,2752,온수(7),2022-08,263784
2250,8,2811,암사,2022-08,511894
2251,8,2812,천호(8),2022-08,410488
2252,8,2813,강동구청,2022-08,274429
2253,8,2814,몽촌토성,2022-08,169417
2254,8,2815,잠실(8),2022-08,441351
2255,8,2816,석촌(8),2022-08,210446
2256,8,2817,송파,2022-08,238679
2257,8,2818,가락시장(8),2022-08,205088
2258,8,2819,문정,2022-08,542933
2259,8,2820,장지,2022-08,469073
2260,8,2821,복정(8),2022-08,246644
2261,8,2822,산성,2022-08,144455
2262,8,2823,남한산성입구,2022-08,365546
2263,8,2824,단대오거리,2022-08,287082
2264,8,2825,신흥,2022-08,120935
2265,8,2826,수진,2022-08,150888
2266,8,2827,모란(8),2022-08,134233
2267,8,2828,남위례,2022-08,149059
2268,9,4126,언주,2022-08,291095
2269,9,4127,선정릉,2022-08,259633
2270,9,4128,삼성중앙,2022-08,191944
2271,9,4129,봉은사,2022-08,519565
2272,9,4130,종합운동장(9),2022-08,152923
2273,9,4131,삼전,2022-08,194903
2274,9,4132,석촌고분,2022-08,177170
2275,9,4133,석촌(9),2022-08,242932
2276,9,4134,송파나루,2022-08,147802
2277,9,4135,한성백제,2022-08,74343
2278,9,4136,올림픽공원(9),2022-08,220332
2279,9,4137,둔촌오륜,2022-08,28865
2280,9,4138,중앙보훈병원,2022-08,286957
