연번,호선,고유역번호(외부역코드),역명,수송연월,승차인원수
719,5,2540,행당,2022-03,195247
720,5,2541,왕십리(5),2022-03,116002
721,5,2542,마장,2022-03,142192
722,5,2543,답십리,2022-03,402646
723,5,2544,장한평,2022-03,449128
724,5,2545,군자(5),2022-03,282038
725,5,2546,아차산,2022-03,390923
726,5,2547,광나루,2022-03,329901
727,5,2548,천호(5),2022-03,461330
728,5,2549,강동,2022-03,459445
729,5,2550,길동,2022-03,200896
730,5,2551,굽은다리,2022-03,235457
731,5,2552,명일,2022-03,213175
732,5,2553,고덕,2022-03,232402
733,5,2554,상일동,2022-03,355853
734,5,2555,둔촌동,2022-03,213322
735,5,2556,올림픽공원(5),2022-03,105331
736,5,2557,방이,2022-03,175555
737,5,2558,오금(5),2022-03,90980
738,5,2559,개롱,2022-03,155238
739,5,2560,거여,2022-03,244215
740,5,2561,마천,2022-03,176434
741,5,2562,강일,2022-03,100725
742,5,2563,미사,2022-03,394928
743,5,2564,하남풍산,2022-03,104707
744,5,2565,하남시청,2022-03,169179
745,5,2566,하남검단산,2022-03,147542
746,6,2611,응암,2022-03,436294
747,6,2612,역촌,2022-03,94561
748,6,2613,불광(6),2022-03,109643
749,6,2614,독바위,2022-03,68164
750,6,2616,구산,2022-03,190411
751,6,2617,새절,2022-03,316646
752,6,2618,증산,2022-03,251604
753,6,2619,디지털미디어시티(6),2022-03,322693
754,6,2620,월드컵경기장,2022-03,141401
755,6,2621,마포구청,2022-03,351925
756,6,2622,망원,2022-03,358423
757,6,2623,합정(6),2022-03,336313
758,6,2624,상수,2022-03,231229
759,6,2625,광흥창,2022-03,215178
760,6,2626,대흥,2022-03,206328
761,6,2627,공덕(6),2022-03,420730
762,6,2628,효창공원앞,2022-03,172835
763,6,2629,삼각지(6),2022-03,156914
764,6,2630,녹사평,2022-03,123373
765,6,2631,이태원,2022-03,279772
766,6,2632,한강진,2022-03,204943
767,6,2633,버티고개,2022-03,50328
768,6,2634,약수(6),2022-03,88165
769,6,2635,청구(6),2022-03,90969
770,6,2636,신당(6),2022-03,196354
771,6,2637,동묘앞(6),2022-03,208109
772,6,2638,창신,2022-03,87075
773,6,2639,보문,2022-03,184507
774,6,2640,안암,2022-03,316139
775,6,2641,고려대,2022-03,204663
776,6,2642,월곡,2022-03,296078
777,6,2643,상월곡,2022-03,157844
778,6,2644,돌곶이,2022-03,235887
779,6,2645,석계(6),2022-03,311133
780,6,2646,태릉입구(6),2022-03,140622
781,6,2647,화랑대,2022-03,291671
782,6,2648,봉화산,2022-03,214552
783,7,2711,장암,2022-03,55213
784,7,2712,도봉산(7),2022-03,231624
785,7,2713,수락산,2022-03,319438
786,7,2714,마들,2022-03,316507
787,7,2715,노원(7),2022-03,493347
788,7,2716,중계,2022-03,355300
789,7,2717,하계,2022-03,439765
790,7,2718,공릉,2022-03,319616
791,7,2719,태릉입구(7),2022-03,218594
792,7,2720,먹골,2022-03,257997
793,7,2721,중화,2022-03,269174
794,7,2722,상봉(7),2022-03,417891
795,7,2723,면목,2022-03,405548
796,7,2724,사가정,2022-03,404079
797,7,2725,용마산,2022-03,152257
798,7,2726,중곡,2022-03,270125
799,7,2727,군자(7),2022-03,371721
800,7,2728,어린이대공원,2022-03,361447
801,7,2729,건대입구(7),2022-03,327899
802,7,2730,뚝섬유원지,2022-03,219588
803,7,2731,청담,2022-03,451655
804,7,2732,강남구청,2022-03,380220
805,7,2733,학동,2022-03,546554
806,7,2734,논현,2022-03,465933
807,7,2735,반포,2022-03,143178
808,7,2736,고속터미널(7),2022-03,386735
809,7,2737,내방,2022-03,342633
810,7,2738,이수(7),2022-03,388365
811,7,2739,남성,2022-03,271476
812,7,2740,숭실대입구,2022-03,350512
813,7,2741,상도,2022-03,276696
814,7,2742,장승배기,2022-03,224855
815,7,2743,신대방삼거리,2022-03,412851
816,7,2744,보라매,2022-03,241371
817,7,2745,신풍,2022-03,289528
818,7,2746,대림(7),2022-03,203586
819,7,2747,남구로,2022-03,372330
820,7,2748,가산디지털단지(7),2022-03,993081
821,7,2749,철산,2022-03,505420
822,7,2750,광명사거리,2022-03,555302
823,7,2751,천왕,2022-03,273941
824,7,2752,온수(7),2022-03,249785
825,8,2811,암사,2022-03,456470
826,8,2812,천호(8),2022-03,368590
827,8,2813,강동구청,2022-03,250452
828,8,2814,몽촌토성,2022-03,149711
829,8,2815,잠실(8),2022-03,346830
830,8,2816,석촌(8),2022-03,192281
831,8,2817,송파,2022-03,184141
832,8,2818,가락시장(8),2022-03,186559
833,8,2819,문정,2022-03,495513
834,8,2820,장지,2022-03,420961
835,8,2821,복정(8),2022-03,237268
836,8,2822,산성,2022-03,134282
837,8,2823,남한산성입구,2022-03,362482
838,8,2824,단대오거리,2022-03,277234
839,8,2825,신흥,2022-03,106646
840,8,2826,수진,2022-03,136290
841,8,2827,모란(8),2022-03,122492
842,8,2828,남위례,2022-03,111509
843,9,4126,언주,2022-03,239097
844,9,4127,선정릉,2022-03,215200
845,9,4128,삼성중앙,2022-03,149949
846,9,4129,봉은사,2022-03,377295
847,9,4130,종합운동장(9),2022-03,99829
848,9,4131,삼전,2022-03,170585
849,9,4132,석촌고분,2022-03,147568
850,9,4133,석촌(9),2022-03,207225
851,9,4134,송파나루,2022-03,126656
852,9,4135,한성백제,2022-03,61185
853,9,4136,올림픽공원(9),2022-03,149867
854,9,4137,둔촌오륜,2022-03,28235
855,9,4138,중앙보훈병원,2022-03,240437
856,1,150,서울역(1),2022-04,1185385
857,1,151,시청(1),2022-04,574976
858,1,152,종각,2022-04,876933
859,1,153,종로3가(1),2022-04,712887
860,1,154,종로5가,2022-04,619601
861,1,155,동대문(1),2022-04,326634
862,1,156,신설동(1),2022-04,375766
863,1,157,제기동,2022-04,484727
864,1,158,청량리,2022-04,567136
865,1,159,동묘앞(1),2022-04,281701
866,2,201,시청(2),2022-04,566257
867,2,202,을지로입구,2022-04,975997
868,2,203,을지로3가(2),2022-04,569325
869,2,204,을지로4가(2),2022-04,325454
870,2,205,동대문역사문화공원(2),2022-04,347765
871,2,206,신당(2),2022-04,389832
872,2,207,상왕십리,2022-04,380572
873,2,208,왕십리(2),2022-04,465368
874,2,209,한양대,2022-04,338382
875,2,210,뚝섬,2022-04,629300
876,2,211,성수,2022-04,957866
877,2,212,건대입구(2),2022-04,1051161
878,2,213,구의,2022-04,632355
879,2,214,강변,2022-04,855031
880,2,215,잠실나루,2022-04,373764
881,2,216,잠실(2),2022-04,2187176
882,2,217,잠실새내,2022-04,585860
883,2,218,종합운동장(2),2022-04,314497
884,2,219,삼성,2022-04,1279636
885,2,220,선릉,2022-04,1363406
886,2,221,역삼,2022-04,1213427
887,2,222,강남,2022-04,2158062
888,2,223,교대(2),2022-04,853502
889,2,224,서초,2022-04,565047
890,2,225,방배,2022-04,482643
891,2,226,사당(2),2022-04,1038293
892,2,227,낙성대,2022-04,753169
893,2,228,서울대입구,2022-04,1318359
894,2,229,봉천,2022-04,642625
895,2,230,신림,2022-04,1744122
896,2,231,신대방,2022-04,739659
897,2,232,구로디지털단지,2022-04,1507072
898,2,233,대림(2),2022-04,655165
899,2,234,신도림,2022-04,1307140
900,2,235,문래,2022-04,565426
901,2,236,영등포구청(2),2022-04,575357
902,2,237,당산,2022-04,518289
903,2,238,합정(2),2022-04,867575
904,2,239,홍대입구,2022-04,1590095
905,2,240,신촌,2022-04,914032
906,2,241,이대,2022-04,373795
907,2,242,아현,2022-04,284532
908,2,243,충정로(2),2022-04,255530
909,2,244,용답,2022-04,89610
910,2,245,신답,2022-04,45128
911,2,246,신설동(2),2022-04,103401
912,2,247,도림천,2022-04,38537
913,2,248,양천구청,2022-04,184568
914,2,249,신정네거리,2022-04,279383
915,2,250,용두,2022-04,64722
916,3,309,지축,2022-04,136769
917,3,310,구파발,2022-04,558658
918,3,311,연신내(3),2022-04,1009937
919,3,312,불광(3),2022-04,445672
920,3,313,녹번,2022-04,416959
921,3,314,홍제,2022-04,486699
922,3,315,무악재,2022-04,106971
923,3,316,독립문,2022-04,199686
924,3,317,경복궁,2022-04,618729
925,3,318,안국,2022-04,601671
926,3,319,종로3가(3),2022-04,258020
927,3,320,을지로3가(3),2022-04,262927
928,3,322,동대입구,2022-04,253511
929,3,323,약수(3),2022-04,352981
930,3,324,금호,2022-04,216127
931,3,325,옥수,2022-04,252217
932,3,326,압구정,2022-04,826053
933,3,327,신사,2022-04,817092
934,3,328,잠원,2022-04,131588
935,3,329,고속터미널(3),2022-04,1235704
936,3,330,교대(3),2022-04,366729
937,3,331,남부터미널,2022-04,771552
938,3,332,양재,2022-04,974672
939,3,333,매봉,2022-04,316996
940,3,334,도곡,2022-04,141632
941,3,335,대치,2022-04,291394
942,3,336,학여울,2022-04,63117
943,3,337,대청,2022-04,267368
944,3,338,일원,2022-04,263226
945,3,339,수서,2022-04,479327
946,3,340,가락시장(3),2022-04,236711
947,3,341,경찰병원,2022-04,186505
948,3,342,오금(3),2022-04,164713
949,4,409,당고개,2022-04,255810
950,4,410,상계,2022-04,539824
951,4,411,노원(4),2022-04,525919
952,4,412,창동,2022-04,701700
953,4,413,쌍문,2022-04,797683
954,4,414,수유,2022-04,933658
955,4,415,미아,2022-04,415126
956,4,416,미아사거리,2022-04,755042
957,4,417,길음,2022-04,571408
958,4,418,성신여대입구,2022-04,575673
959,4,419,한성대입구,2022-04,390687
960,4,420,혜화,2022-04,907799
961,4,421,동대문(4),2022-04,521984
962,4,422,동대문역사문화공원(4),2022-04,395093
963,4,423,충무로(4),2022-04,713099
964,4,424,명동,2022-04,537801
965,4,425,회현,2022-04,647463
966,4,426,서울역(4),2022-04,282683
967,4,427,숙대입구,2022-04,377119
968,4,428,삼각지(4),2022-04,135475
969,4,429,신용산,2022-04,418908
970,4,430,이촌,2022-04,213062
971,4,431,동작,2022-04,66358
972,4,432,이수(총신대입구),2022-04,519584
973,4,433,사당(4),2022-04,725769
974,4,434,남태령,2022-04,36766
975,5,2511,방화,2022-04,182551
976,5,2512,개화산,2022-04,152724
977,5,2513,김포공항(5),2022-04,214473
978,5,2514,송정,2022-04,181233
979,5,2515,마곡,2022-04,269092
980,5,2516,발산,2022-04,538550
981,5,2517,우장산,2022-04,394064
982,5,2518,화곡,2022-04,770979
983,5,2519,까치산(5),2022-04,786137
984,5,2520,신정,2022-04,371143
985,5,2521,목동,2022-04,446304
986,5,2522,오목교,2022-04,576606
987,5,2523,양평(5),2022-04,193745
988,5,2524,영등포구청(5),2022-04,108957
989,5,2525,영등포시장,2022-04,278184
990,5,2526,신길(5),2022-04,112684
991,5,2527,여의도(5),2022-04,729324
992,5,2528,여의나루,2022-04,551406
993,5,2529,마포,2022-04,369483
994,5,2530,공덕(5),2022-04,357928
995,5,2531,애오개,2022-04,176081
996,5,2532,충정로(5),2022-04,119908
997,5,2533,서대문,2022-04,480278
998,5,2534,광화문,2022-04,751716
999,5,2535,종로3가(5),2022-04,360434
1000,5,2536,을지로4가(5),2022-04,157179
1001,5,2537,동대문역사문화공원(5),2022-04,68117
1002,5,2538,청구(5),2022-04,107204
1003,5,2539,신금호,2022-04,173787
1004,5,2540,행당,2022-04,217492
1005,5,2541,왕십리(5),2022-04,126550
1006,5,2542,마장,2022-04,155597
1007,5,2543,답십리,2022-04,435485
1008,5,2544,장한평,2022-04,489459
1009,5,2545,군자(5),2022-04,307148
1010,5,2546,아차산,2022-04,448899
1011,5,2547,광나루,2022-04,376085
1012,5,2548,천호(5),2022-04,508477
1013,5,2549,강동,2022-04,502055
1014,5,2550,길동,2022-04,215559
1015,5,2551,굽은다리,2022-04,259073
1016,5,2552,명일,2022-04,238268
1017,5,2553,고덕,2022-04,256940
1018,5,2554,상일동,2022-04,396061
1019,5,2555,둔촌동,2022-04,228656
1020,5,2556,올림픽공원(5),2022-04,124392
1021,5,2557,방이,2022-04,192327
1022,5,2558,오금(5),2022-04,99744
1023,5,2559,개롱,2022-04,171615
1024,5,2560,거여,2022-04,272746
1025,5,2561,마천,2022-04,195768
1026,5,2562,강일,2022-04,115031
1027,5,2563,미사,2022-04,444623
1028,5,2564,하남풍산,2022-04,115807
1029,5,2565,하남시청,2022-04,191272
1030,5,2566,하남검단산,2022-04,168392
1031,6,2611,응암,2022-04,485668
1032,6,2612,역촌,2022-04,99344
1033,6,2613,불광(6),2022-04,122890
1034,6,2614,독바위,2022-04,75560
1035,6,2616,구산,2022-04,209539
1036,6,2617,새절,2022-04,357492
1037,6,2618,증산,2022-04,279094
1038,6,2619,디지털미디어시티(6),2022-04,359184
1039,6,2620,월드컵경기장,2022-04,142676
1040,6,2621,마포구청,2022-04,378129
1041,6,2622,망원,2022-04,396047
1042,6,2623,합정(6),2022-04,376017
1043,6,2624,상수,2022-04,246321
1044,6,2625,광흥창,2022-04,237237
1045,6,2626,대흥,2022-04,225392
1046,6,2627,공덕(6),2022-04,471554
1047,6,2628,효창공원앞,2022-04,194152
1048,6,2629,삼각지(6),2022-04,183454
1049,6,2630,녹사평,2022-04,144970
1050,6,2631,이태원,2022-04,329682
1051,6,2632,한강진,2022-04,231018
1052,6,2633,버티고개,2022-04,57779
1053,6,2634,약수(6),2022-04,97065
1054,6,2635,청구(6),2022-04,98498
1055,6,2636,신당(6),2022-04,229909
1056,6,2637,동묘앞(6),2022-04,229332
1057,6,2638,창신,2022-04,96425
1058,6,2639,보문,2022-04,200830
1059,6,2640,안암,2022-04,339256
1060,6,2641,고려대,2022-04,226677
1061,6,2642,월곡,2022-04,322895
1062,6,2643,상월곡,2022-04,172216
1063,6,2644,돌곶이,2022-04,256847
1064,6,2645,석계(6),2022-04,338373
1065,6,2646,태릉입구(6),2022-04,154773
1066,6,2647,화랑대,2022-04,325340
1067,6,2648,봉화산,2022-04,237797
1068,7,2711,장암,2022-04,64351
1069,7,2712,도봉산(7),2022-04,264054
1070,7,2713,수락산,2022-04,355970
1071,7,2714,마들,2022-04,347507
1072,7,2715,노원(7),2022-04,524180
1073,7,2716,중계,2022-04,396059
1074,7,2717,하계,2022-04,491803
1075,7,2718,공릉,2022-04,349895
1076,7,2719,태릉입구(7),2022-04,246879
1077,7,2720,먹골,2022-04,276648
1078,7,2721,중화,2022-04,294490
1079,7,2722,상봉(7),2022-04,460730
1080,7,2723,면목,2022-04,439559
1081,7,2724,사가정,2022-04,443756
1082,7,2725,용마산,2022-04,168867
1083,7,2726,중곡,2022-04,293810
1084,7,2727,군자(7),2022-04,406457
1085,7,2728,어린이대공원,2022-04,423876
1086,7,2729,건대입구(7),2022-04,360596
1087,7,2730,뚝섬유원지,2022-04,348467
1088,7,2731,청담,2022-04,492936
1089,7,2732,강남구청,2022-04,410921
1090,7,2733,학동,2022-04,586499
1091,7,2734,논현,2022-04,507473
1092,7,2735,반포,2022-04,159573
1093,7,2736,고속터미널(7),2022-04,453010
1094,7,2737,내방,2022-04,369808
1095,7,2738,이수(7),2022-04,428266
1096,7,2739,남성,2022-04,299855
1097,7,2740,숭실대입구,2022-04,385812
1098,7,2741,상도,2022-04,300493
1099,7,2742,장승배기,2022-04,240607
1100,7,2743,신대방삼거리,2022-04,450048
1101,7,2744,보라매,2022-04,268775
1102,7,2745,신풍,2022-04,319150
1103,7,2746,대림(7),2022-04,220732
1104,7,2747,남구로,2022-04,396601
1105,7,2748,가산디지털단지(7),2022-04,1073233
1106,7,2749,철산,2022-04,565929
1107,7,2750,광명사거리,2022-04,605554
1108,7,2751,천왕,2022-04,303748
1109,7,2752,온수(7),2022-04,283319
1110,8,2811,암사,2022-04,504627
1111,8,2812,천호(8),2022-04,405560
1112,8,2813,강동구청,2022-04,271337
1113,8,2814,몽촌토성,2022-04,175870
1114,8,2815,잠실(8),2022-04,431165
1115,8,2816,석촌(8),2022-04,224401
1116,8,2817,송파,2022-04,219633
1117,8,2818,가락시장(8),2022-04,206055
1118,8,2819,문정,2022-04,534607
1119,8,2820,장지,2022-04,465764
1120,8,2821,복정(8),2022-04,267424
1121,8,2822,산성,2022-04,152656
1122,8,2823,남한산성입구,2022-04,407394
1123,8,2824,단대오거리,2022-04,305003
1124,8,2825,신흥,2022-04,116745
1125,8,2826,수진,2022-04,149367
1126,8,2827,모란(8),2022-04,139860
1127,8,2828,남위례,2022-04,133806
1128,9,4126,언주,2022-04,263369
1129,9,4127,선정릉,2022-04,241377
1130,9,4128,삼성중앙,2022-04,167614
1131,9,4129,봉은사,2022-04,426011
1132,9,4130,종합운동장(9),2022-04,118701
1133,9,4131,삼전,2022-04,184125
1134,9,4132,석촌고분,2022-04,164336
1135,9,4133,석촌(9),2022-04,249057
1136,9,4134,송파나루,2022-04,149617
1137,9,4135,한성백제,2022-04,72064
1138,9,4136,올림픽공원(9),2022-04,187392
1139,9,4137,둔촌오륜,2022-04,31432
1140,9,4138,중앙보훈병원,2022-04,268999
1141,1,150,서울역(1),2022-05,1400456
1142,1,151,시청(1),2022-05,644937
1143,1,152,종각,2022-05,1010555
1144,1,153,종로3가(1),2022-05,799668
1145,1,154,종로5가,2022-05,675261
1146,1,155,동대문(1),2022-05,360280
1147,1,156,신설동(1),2022-05,403149
1148,1,157,제기동,2022-05,512542
1149,1,158,청량리,2022-05,622601
1150,1,159,동묘앞(1),2022-05,308364
1151,2,201,시청(2),2022-05,629435
1152,2,202,을지로입구,2022-05,1093019
1153,2,203,을지로3가(2),2022-05,632403
1154,2,204,을지로4가(2),2022-05,352194
1155,2,205,동대문역사문화공원(2),2022-05,389685
1156,2,206,신당(2),2022-05,418042
1157,2,207,상왕십리,2022-05,413734
1158,2,208,왕십리(2),2022-05,517053
1159,2,209,한양대,2022-05,396078
1160,2,210,뚝섬,2022-05,650193
1161,2,211,성수,2022-05,1021491
1162,2,212,건대입구(2),2022-05,1160408
1163,2,213,구의,2022-05,676856
1164,2,214,강변,2022-05,992902
1165,2,215,잠실나루,2022-05,413016
1166,2,216,잠실(2),2022-05,2210023
1167,2,217,잠실새내,2022-05,642380
1168,2,218,종합운동장(2),2022-05,430402
1169,2,219,삼성,2022-05,1431174
1170,2,220,선릉,2022-05,1480716
1171,2,221,역삼,2022-05,1307004
1172,2,222,강남,2022-05,2346177
1173,2,223,교대(2),2022-05,925364
1174,2,224,서초,2022-05,607632
1175,2,225,방배,2022-05,524826
1176,2,226,사당(2),2022-05,1168393
1177,2,227,낙성대,2022-05,818902
1178,2,228,서울대입구,2022-05,1415617
1179,2,229,봉천,2022-05,689586
1180,2,230,신림,2022-05,1877165
1181,2,231,신대방,2022-05,796094
1182,2,232,구로디지털단지,2022-05,1631873
1183,2,233,대림(2),2022-05,717138
1184,2,234,신도림,2022-05,1441388
1185,2,235,문래,2022-05,605435
1186,2,236,영등포구청(2),2022-05,609244
1187,2,237,당산,2022-05,555718
1188,2,238,합정(2),2022-05,954531
1189,2,239,홍대입구,2022-05,1875536
1190,2,240,신촌,2022-05,1045715
1191,2,241,이대,2022-05,417110
1192,2,242,아현,2022-05,311729
1193,2,243,충정로(2),2022-05,275970
1194,2,244,용답,2022-05,95281
1195,2,245,신답,2022-05,49613
1196,2,246,신설동(2),2022-05,110693
1197,2,247,도림천,2022-05,38082
1198,2,248,양천구청,2022-05,203983
1199,2,249,신정네거리,2022-05,307792
1200,2,250,용두,2022-05,68599
1201,3,309,지축,2022-05,152992
1202,3,310,구파발,2022-05,629757
1203,3,311,연신내(3),2022-05,1093774
1204,3,312,불광(3),2022-05,491605
1205,3,313,녹번,2022-05,455663
1206,3,314,홍제,2022-05,535948
1207,3,315,무악재,2022-05,117042
1208,3,316,독립문,2022-05,226021
1209,3,317,경복궁,2022-05,835554
1210,3,318,안국,2022-05,720418
1211,3,319,종로3가(3),2022-05,283809
1212,3,320,을지로3가(3),2022-05,292334
1213,3,322,동대입구,2022-05,269726
1214,3,323,약수(3),2022-05,384236
1215,3,324,금호,2022-05,235102
1216,3,325,옥수,2022-05,279499
1217,3,326,압구정,2022-05,896761
1218,3,327,신사,2022-05,880763
1219,3,328,잠원,2022-05,146664
1220,3,329,고속터미널(3),2022-05,1474935
1221,3,330,교대(3),2022-05,404425
1222,3,331,남부터미널,2022-05,855519
1223,3,332,양재,2022-05,1060729
1224,3,333,매봉,2022-05,342107
1225,3,334,도곡,2022-05,154318
1226,3,335,대치,2022-05,328793
1227,3,336,학여울,2022-05,84113
1228,3,337,대청,2022-05,290373
1229,3,338,일원,2022-05,289959
1230,3,339,수서,2022-05,527354
1231,3,340,가락시장(3),2022-05,257568
1232,3,341,경찰병원,2022-05,201756
1233,3,342,오금(3),2022-05,178976
1234,4,409,당고개,2022-05,281359
1235,4,410,상계,2022-05,585001
1236,4,411,노원(4),2022-05,584289
1237,4,412,창동,2022-05,771594
1238,4,413,쌍문,2022-05,863180
1239,4,414,수유,2022-05,1016988
1240,4,415,미아,2022-05,448374
1241,4,416,미아사거리,2022-05,823179
1242,4,417,길음,2022-05,644147
1243,4,418,성신여대입구,2022-05,639841
1244,4,419,한성대입구,2022-05,440326
1245,4,420,혜화,2022-05,1051992
1246,4,421,동대문(4),2022-05,572905
1247,4,422,동대문역사문화공원(4),2022-05,445860
1248,4,423,충무로(4),2022-05,757126
1249,4,424,명동,2022-05,618929
1250,4,425,회현,2022-05,729503
1251,4,426,서울역(4),2022-05,321445
1252,4,427,숙대입구,2022-05,418826
1253,4,428,삼각지(4),2022-05,160190
1254,4,429,신용산,2022-05,496681
1255,4,430,이촌,2022-05,282318
1256,4,431,동작,2022-05,69077
1257,4,432,이수(총신대입구),2022-05,569561
1258,4,433,사당(4),2022-05,808875
1259,4,434,남태령,2022-05,42293
1260,5,2511,방화,2022-05,200205
1261,5,2512,개화산,2022-05,165676
1262,5,2513,김포공항(5),2022-05,243530
1263,5,2514,송정,2022-05,195515
1264,5,2515,마곡,2022-05,291593
1265,5,2516,발산,2022-05,588447
1266,5,2517,우장산,2022-05,430346
1267,5,2518,화곡,2022-05,833304
1268,5,2519,까치산(5),2022-05,849259
1269,5,2520,신정,2022-05,400396
1270,5,2521,목동,2022-05,487907
1271,5,2522,오목교,2022-05,632180
1272,5,2523,양평(5),2022-05,204013
1273,5,2524,영등포구청(5),2022-05,116156
1274,5,2525,영등포시장,2022-05,299010
1275,5,2526,신길(5),2022-05,119845
1276,5,2527,여의도(5),2022-05,748413
1277,5,2528,여의나루,2022-05,529710
1278,5,2529,마포,2022-05,393041
1279,5,2530,공덕(5),2022-05,387831
1280,5,2531,애오개,2022-05,187401
1281,5,2532,충정로(5),2022-05,125121
1282,5,2533,서대문,2022-05,523924
1283,5,2534,광화문,2022-05,862372
1284,5,2535,종로3가(5),2022-05,421672
1285,5,2536,을지로4가(5),2022-05,168618
1286,5,2537,동대문역사문화공원(5),2022-05,72561
1287,5,2538,청구(5),2022-05,115746
1288,5,2539,신금호,2022-05,188369
1289,5,2540,행당,2022-05,237507
1290,5,2541,왕십리(5),2022-05,135425
1291,5,2542,마장,2022-05,169423
1292,5,2543,답십리,2022-05,469234
1293,5,2544,장한평,2022-05,522810
1294,5,2545,군자(5),2022-05,333387
1295,5,2546,아차산,2022-05,484773
1296,5,2547,광나루,2022-05,416742
1297,5,2548,천호(5),2022-05,566651
1298,5,2549,강동,2022-05,538477
1299,5,2550,길동,2022-05,234471
1300,5,2551,굽은다리,2022-05,286660
1301,5,2552,명일,2022-05,261780
1302,5,2553,고덕,2022-05,283179
1303,5,2554,상일동,2022-05,433514
1304,5,2555,둔촌동,2022-05,243127
1305,5,2556,올림픽공원(5),2022-05,144800
1306,5,2557,방이,2022-05,208474
1307,5,2558,오금(5),2022-05,106709
1308,5,2559,개롱,2022-05,187945
1309,5,2560,거여,2022-05,300617
1310,5,2561,마천,2022-05,215226
1311,5,2562,강일,2022-05,131790
1312,5,2563,미사,2022-05,486865
1313,5,2564,하남풍산,2022-05,125461
1314,5,2565,하남시청,2022-05,214641
1315,5,2566,하남검단산,2022-05,190665
1316,6,2611,응암,2022-05,517301
1317,6,2612,역촌,2022-05,108148
1318,6,2613,불광(6),2022-05,134356
1319,6,2614,독바위,2022-05,81194
1320,6,2616,구산,2022-05,225646
1321,6,2617,새절,2022-05,381604
1322,6,2618,증산,2022-05,299303
1323,6,2619,디지털미디어시티(6),2022-05,399946
1324,6,2620,월드컵경기장,2022-05,181203
1325,6,2621,마포구청,2022-05,413951
1326,6,2622,망원,2022-05,429182
1327,6,2623,합정(6),2022-05,417048
1328,6,2624,상수,2022-05,279024
1329,6,2625,광흥창,2022-05,261412
1330,6,2626,대흥,2022-05,250915
1331,6,2627,공덕(6),2022-05,515869
1332,6,2628,효창공원앞,2022-05,214552
1333,6,2629,삼각지(6),2022-05,225332
1334,6,2630,녹사평,2022-05,165584
1335,6,2631,이태원,2022-05,383357
1336,6,2632,한강진,2022-05,270373
1337,6,2633,버티고개,2022-05,65241
1338,6,2634,약수(6),2022-05,105157
1339,6,2635,청구(6),2022-05,103972
1340,6,2636,신당(6),2022-05,244311
1341,6,2637,동묘앞(6),2022-05,253913
1342,6,2638,창신,2022-05,104965
1343,6,2639,보문,2022-05,222339
1344,6,2640,안암,2022-05,395709
1345,6,2641,고려대,2022-05,259824
1346,6,2642,월곡,2022-05,356127
1347,6,2643,상월곡,2022-05,189713
1348,6,2644,돌곶이,2022-05,280276
1349,6,2645,석계(6),2022-05,369935
1350,6,2646,태릉입구(6),2022-05,196262
1351,6,2647,화랑대,2022-05,359460
1352,6,2648,봉화산,2022-05,259292
1353,7,2711,장암,2022-05,70746
1354,7,2712,도봉산(7),2022-05,290510
1355,7,2713,수락산,2022-05,390302
1356,7,2714,마들,2022-05,379006
1357,7,2715,노원(7),2022-05,578956
1358,7,2716,중계,2022-05,430214
1359,7,2717,하계,2022-05,532576
1360,7,2718,공릉,2022-05,375967
1361,7,2719,태릉입구(7),2022-05,310493
1362,7,2720,먹골,2022-05,305328
1363,7,2721,중화,2022-05,323967
1364,7,2722,상봉(7),2022-05,502470
1365,7,2723,면목,2022-05,470122
1366,7,2724,사가정,2022-05,481074
1367,7,2725,용마산,2022-05,181362
1368,7,2726,중곡,2022-05,316116
1369,7,2727,군자(7),2022-05,437560
1370,7,2728,어린이대공원,2022-05,486110
1371,7,2729,건대입구(7),2022-05,398230
1372,7,2730,뚝섬유원지,2022-05,396590
1373,7,2731,청담,2022-05,531800
1374,7,2732,강남구청,2022-05,438835
1375,7,2733,학동,2022-05,624109
1376,7,2734,논현,2022-05,542429
1377,7,2735,반포,2022-05,176047
1378,7,2736,고속터미널(7),2022-05,529123
1379,7,2737,내방,2022-05,402305
1380,7,2738,이수(7),2022-05,470264
1381,7,2739,남성,2022-05,327155
1382,7,2740,숭실대입구,2022-05,418230
1383,7,2741,상도,2022-05,333298
1384,7,2742,장승배기,2022-05,262114
1385,7,2743,신대방삼거리,2022-05,481466
1386,7,2744,보라매,2022-05,289656
1387,7,2745,신풍,2022-05,346237
1388,7,2746,대림(7),2022-05,250863
1389,7,2747,남구로,2022-05,425623
1390,7,2748,가산디지털단지(7),2022-05,1132911
1391,7,2749,철산,2022-05,620236
1392,7,2750,광명사거리,2022-05,649082
1393,7,2751,천왕,2022-05,327491
1394,7,2752,온수(7),2022-05,303566
1395,8,2811,암사,2022-05,543706
